id,create_date,country,organizational_type,type,subtype
471628132,2024-03-01,us,Limited Partnership,realestate_home,real_estate_sales__agent
891476708,2024-04-07,us,Limited Partnership,other,other__other_please_specify
794317062,2024-04-08,us,Sole Proprietorship,hair_spa_aesthetics,hair_spa_aesthetics__hair_salon
603786579,2024-04-08,us,Limited Partnership,realestate_home,construction_home_improvement__contractor
438197540,2024-04-08,us,Sole Proprietorship,service_provider,automotive_sales_and_repair
318669305,2024-04-08,us,Limited Partnership,product_provider,wholesale_distribution_sales
320957353,2024-03-31,us,Sole Proprietorship,web_media_freelancer,web_media_freelancer__designer
298861708,2024-04-04,us,Limited Partnership,realestate_home,construction_home_improvement__other_trades
275479020,2024-04-09,us,Limited Partnership,consultants_professionals,design_architecture_engineering
605095951,2024-03-12,us,Limited Partnership,service_provider,restaurant_caterer_bar
626600242,2024-04-08,us,Limited Partnership,other,other__other_please_specify
362231023,2024-04-10,us,Limited Partnership,consultants_professionals,consultants_professionals__executive_coach
779754665,2024-03-18,us,Limited Partnership,other,other__other_please_specify
914808568,2024-04-08,us,Sole Proprietorship,other,other__other_please_specify
931624550,2024-04-11,us,Limited Partnership,realestate_home,construction_home_improvement__contractor
962331349,2024-04-08,us,Sole Proprietorship,artists_photographers_creative,artists_photographers_creative__performing_arts_acting_music_dance
927441677,2024-04-11,us,Limited Partnership,retailers_and_resellers,retailers_and_resellers__non_store_retailer
817481415,2024-04-11,us,Limited Partnership,other,other__other_please_specify
553197034,2024-04-11,us,Corporation,other,other__other_please_specify
545595905,2024-04-11,us,Sole Proprietorship,realestate_home,construction_home_improvement__contractor
861383387,2024-04-11,us,Limited Partnership,other,other__other_please_specify
149201392,2024-04-11,us,Limited Partnership,artists_photographers_creative,artists_photographers_creative__performing_arts_acting_music_dance
299554959,2024-04-12,us,Sole Proprietorship,consultants_professionals,consultants_professionals__accountants_bookkeepers
729977001,2024-03-06,us,Sole Proprietorship,other,other__other_please_specify
196566692,2024-04-13,us,Limited Partnership,realestate_home,lawn_care_landscaping
742815609,2024-04-13,us,Limited Partnership,realestate_home,real_estate_sales__agent
183390578,2024-03-28,us,Sole Proprietorship,service_provider,automotive_sales_and_repair
692724170,2024-04-14,us,Sole Proprietorship,retailers_and_resellers,retailers_and_resellers__store_retailer
407981473,2024-04-14,can,Sole Proprietorship,hair_spa_aesthetics,hair_spa_aesthetics__hair_salon
840334110,2024-03-25,us,Corporation,realestate_home,construction_home_improvement__contractor
613775842,2024-02-05,us,Limited Partnership,retailers_and_resellers,retailers_and_resellers__store_retailer
691537659,2024-04-15,us,Limited Partnership,other,other__other_please_specify
453786801,2024-04-15,us,Limited Partnership,other,other__other_please_specify
336684607,2024-04-15,us,Limited Partnership,retailers_and_resellers,retailers_and_resellers__non_store_retailer
284556382,2024-03-27,us,Sole Proprietorship,other,other__other_please_specify
123648589,2024-04-16,us,Limited Partnership,consultants_professionals,consultants_professionals__it_technical
751661129,2024-04-17,us,Corporation,nonprofit_associations_groups,church_religious_organization
741060116,2024-04-17,us,Sole Proprietorship,retailers_and_resellers,retailers_and_resellers__non_store_retailer
422634227,2024-04-17,us,Limited Partnership,web_media_freelancer,advertising_public_relations
117394361,2024-04-17,can,Corporation,nonprofit_associations_groups,nonprofit_associations_groups__association
991989969,2024-04-02,us,Limited Partnership,finance_insurance,insurance_agency_broker
880946386,2024-03-19,us,Limited Partnership,service_provider,service_provider__fitness
663683477,2024-03-28,us,Limited Partnership,service_provider,restaurant_caterer_bar
277527601,2024-04-04,us,Sole Proprietorship,realestate_home,construction_home_improvement__contractor
479989049,2024-04-14,us,Corporation,realestate_home,construction_home_improvement__other_trades
579549863,2024-04-06,us,Sole Proprietorship,realestate_home,real_estate_sales__agent
235656222,2024-04-22,us,Sole Proprietorship,artists_photographers_creative,artists_photographers_creative__visual_artist
539561764,2024-04-22,us,Limited Partnership,other,other__other_please_specify
901118634,2024-04-22,us,Sole Proprietorship,web_media_freelancer,advertising_public_relations
967256155,2024-04-03,us,Limited Partnership,realestate_home,lawn_care_landscaping
658690519,2024-04-18,us,Limited Partnership,service_provider,service_provider__office_admin_support
363282048,2024-04-23,us,Limited Partnership,realestate_home,real_estate_sales__agent
255394566,2024-04-23,us,Sole Proprietorship,consultants_professionals,consultants_professionals__other
418626394,2024-02-15,us,Limited Partnership,service_provider,service_provider__cleaning_janitorial_services
313380836,2024-04-10,us,Limited Partnership,service_provider,service_provider__cleaning_janitorial_services
545582641,2024-04-24,us,Limited Partnership,web_media_freelancer,advertising_public_relations
485688648,2024-04-24,us,Sole Proprietorship,other,other__other_please_specify
373044533,2024-04-24,us,Corporation,other,other__other_please_specify
435675656,2024-04-25,us,Limited Partnership,other,other__other_please_specify
857658367,2024-03-29,us,Limited Partnership,realestate_home,construction_home_improvement__other_trades
755403373,2024-04-24,us,Limited Partnership,realestate_home,construction_home_improvement__other_trades
370915630,2024-04-24,us,Sole Proprietorship,artists_photographers_creative,artists_photographers_creative__audio_visual_production
319408150,2024-04-26,can,Sole Proprietorship,retailers_and_resellers,retailers_and_resellers__non_store_retailer
814081063,2024-04-26,us,Corporation,product_provider,wholesale_distribution_sales
859909928,2024-04-11,can,Corporation,other,other__other_please_specify
194548346,2024-04-09,us,Limited Partnership,product_provider,agriculture_ranching_farming
909161345,2024-02-13,us,Sole Proprietorship,service_provider,service_provider__other
264361199,2024-04-27,us,Limited Partnership,service_provider,restaurant_caterer_bar
692168521,2024-04-29,us,Corporation,nonprofit_associations_groups,church_religious_organization
697068270,2024-04-29,us,Corporation,consultants_professionals,consultants_professionals__it_technical
500625811,2024-04-11,us,Sole Proprietorship,realestate_home,real_estate_sales__other
903342695,2024-04-29,us,Limited Partnership,other,other__other_please_specify
725564745,2024-04-29,us,Limited Partnership,consultants_professionals,consultants_professionals__it_technical
607734121,2024-04-27,us,Limited Partnership,service_provider,automotive_sales_and_repair
188781344,2024-04-30,us,Sole Proprietorship,service_provider,automotive_sales_and_repair
864477444,2024-05-01,us,Limited Partnership,other,other__other_please_specify
184329647,2024-05-02,us,Limited Partnership,service_provider,automotive_sales_and_repair
905355244,2024-05-02,us,Limited Partnership,other,other__other_please_specify
348184430,2024-05-02,us,Limited Partnership,hair_spa_aesthetics,hair_spa_aesthetics__hair_salon
853284647,2024-05-02,us,Sole Proprietorship,retailers_and_resellers,retailers_and_resellers__non_store_retailer
539275536,2024-04-04,us,Sole Proprietorship,web_media_freelancer,advertising_public_relations
884450235,2024-05-02,us,Limited Partnership,other,other__other_please_specify
643261077,2024-05-02,us,Sole Proprietorship,realestate_home,construction_home_improvement__contractor
914334360,2024-05-03,can,Sole Proprietorship,other,other__other_please_specify
856991356,2024-03-01,can,Sole Proprietorship,realestate_home,construction_home_improvement__other_trades
464145242,2024-05-05,us,Sole Proprietorship,service_provider,lodging_hotel_motel
627191756,2024-05-02,us,Limited Partnership,realestate_home,construction_home_improvement__other_trades
563134566,2024-05-05,us,Limited Partnership,consultants_professionals,consultants_professionals__executive_coach
637286770,2024-05-06,us,Limited Partnership,realestate_home,real_estate_sales__agent
663863462,2024-05-07,us,Limited Partnership,service_provider,automotive_sales_and_repair
992249052,2024-05-07,us,Limited Partnership,service_provider,service_provider__office_admin_support
815119554,2024-04-18,us,Limited Partnership,web_media_freelancer,web_media_freelancer__programmer
686017361,2024-05-10,us,Limited Partnership,realestate_home,construction_home_improvement__other_trades
928087813,2024-05-10,us,Limited Partnership,other,other__other_please_specify
237914420,2024-05-11,us,Limited Partnership,other,other__other_please_specify
781571101,2024-04-05,us,Limited Partnership,service_provider,service_provider__cleaning_janitorial_services
985757584,2024-05-13,us,Limited Partnership,service_provider,transportation_trucking_delivery
699701055,2024-03-27,us,Sole Proprietorship,product_provider,product_provider__manufacturer_and_vendor
950579014,2024-05-13,us,Limited Partnership,web_media_freelancer,advertising_public_relations
676410733,2024-05-13,us,Sole Proprietorship,consultants_professionals,consultants_professionals__it_technical
615985301,2024-05-15,us,Limited Partnership,product_provider,product_provider__manufacturer
532537265,2024-04-11,us,Corporation,service_provider,service_provider__office_admin_support
681834742,2024-04-16,us,Limited Partnership,web_media_freelancer,advertising_public_relations
196524390,2024-04-19,us,Limited Partnership,consultants_professionals,consultants_professionals__executive_coach
466724459,2024-05-16,us,Limited Partnership,other,other__other_please_specify
752704089,2024-05-16,us,Limited Partnership,other,other__other_please_specify
835970074,2024-05-17,us,Sole Proprietorship,service_provider,service_provider__office_admin_support
503342470,2024-05-17,us,Limited Partnership,consultants_professionals,legal_services
898233955,2024-05-12,us,Limited Partnership,service_provider,automotive_sales_and_repair
510004611,2024-05-19,can,Corporation,realestate_home,real_estate_sales__agent
793950764,2024-04-29,us,Limited Partnership,realestate_home,lawn_care_landscaping
506714474,2024-05-15,us,Sole Proprietorship,service_provider,service_provider__other
522769984,2024-02-20,us,Limited Partnership,service_provider,restaurant_caterer_bar
671746408,2024-05-20,us,Corporation,realestate_home,construction_home_improvement__other_trades
592003167,2024-05-21,us,Limited Partnership,retailers_and_resellers,retailers_and_resellers__store_retailer
764649904,2024-04-13,us,Limited Partnership,other,other__other_please_specify
405861337,2024-05-01,us,Sole Proprietorship,realestate_home,construction_home_improvement__other_trades
977971626,2024-05-22,us,Corporation,web_media_freelancer,advertising_public_relations
742677901,2024-05-23,us,Limited Partnership,retailers_and_resellers,retailers_and_resellers__store_retailer
637210683,2024-04-26,us,Limited Partnership,service_provider,service_provider__cleaning_janitorial_services
745091754,2024-03-05,us,Limited Partnership,realestate_home,construction_home_improvement__other_trades
122528322,2024-05-23,us,Limited Partnership,realestate_home,construction_home_improvement__other_trades
304981783,2024-03-15,us,Corporation,service_provider,service_provider__other
779193171,2024-05-26,us,Corporation,web_media_freelancer,advertising_public_relations
783991272,2024-03-06,us,Sole Proprietorship,realestate_home,real_estate_sales__agent
931946180,2024-05-26,us,Limited Partnership,realestate_home,construction_home_improvement__other_trades
259417722,2024-02-08,us,Limited Partnership,realestate_home,real_estate_sales__agent
379977726,2024-05-10,us,Sole Proprietorship,retailers_and_resellers,retailers_and_resellers__non_store_retailer
109339781,2024-05-27,can,Corporation,realestate_home,construction_home_improvement__other_trades
266473188,2024-05-09,us,Corporation,consultants_professionals,consultants_professionals__communications
218277521,2024-02-21,us,Limited Partnership,retailers_and_resellers,retailers_and_resellers__non_store_retailer
885163474,2024-05-29,us,Limited Partnership,other,other__other_please_specify
529958945,2024-05-29,us,Limited Partnership,other,other__other_please_specify
370821257,2024-05-31,us,Limited Partnership,other,other__other_please_specify
610664751,2024-03-25,us,Limited Partnership,product_provider,agriculture_ranching_farming
891326817,2024-05-12,us,Corporation,retailers_and_resellers,retailers_and_resellers__non_store_retailer
131468703,2024-06-01,us,Limited Partnership,service_provider,transportation_trucking_delivery
832570521,2024-06-02,us,Limited Partnership,consultants_professionals,consultants_professionals__it_technical
158858418,2024-06-02,us,Limited Partnership,retailers_and_resellers,retailers_and_resellers__store_retailer
